Dialogue_History,Strategy_History,Speaker_Turn,Gold_Standard,Next_Strategy
"Man, uh, how would I know? I don't know. I think if my asthma got really bad and the medicine- she gave me the strongest medicine and it wasn't working. </s> Mm-hmm. </s> That would be the way right now 'cause I can't see, I don't know how I'm going to give this dog up. </s> Yeah and I get the feeling that it's something that you wanna think about that this is a really big decision- </s> Mm-hmm.","[-1, 5, -1, 1, -1]",seeker supporter seeker supporter seeker,-and it's not one that you're gonna make in a hurry.,0
"That would be the way right now 'cause I can't see, I don't know how I'm going to give this dog up. </s> Yeah and I get the feeling that it's something that you wanna think about that this is a really big decision- </s> Mm-hmm. </s> -and it's not one that you're gonna make in a hurry. </s> No, no. It's something I got to just sit there and-and kind of, um, put the pros and the cons on the table about, but-","[-1, 1, -1, 0, -1]",seeker supporter seeker supporter seeker,Mm-hmm.,5
<START>,[-1],None,"Good, so, um, we're here today to talk just, uh, about whatever it is you'd like to talk about it.",5
"<START> </s> Good, so, um, we're here today to talk just, uh, about whatever it is you'd like to talk about it. </s> Um, how about if we talk about, uh, the problem that I'm really having is, um, getting somebody motivated to do something, um, such as move out of my house.","[-1, 5, -1]",None supporter seeker,"Okay, so, um, there would be, so what you're, what you're attempting to do is, um, well-- Tell me, I guess, uh, tell me a little bit more about it so I understand it a little bit more.",0
"<START> </s> Good, so, um, we're here today to talk just, uh, about whatever it is you'd like to talk about it. </s> Um, how about if we talk about, uh, the problem that I'm really having is, um, getting somebody motivated to do something, um, such as move out of my house. </s> Okay, so, um, there would be, so what you're, what you're attempting to do is, um, well-- Tell me, I guess, uh, tell me a little bit more about it so I understand it a little bit more. </s> Well, I-I offered my home to somebody and, uh, for, you know, uh, a transitional period.","[-1, 5, -1, 0, -1]",None supporter seeker supporter seeker,Mm-hmm.,5
"Um, how about if we talk about, uh, the problem that I'm really having is, um, getting somebody motivated to do something, um, such as move out of my house. </s> Okay, so, um, there would be, so what you're, what you're attempting to do is, um, well-- Tell me, I guess, uh, tell me a little bit more about it so I understand it a little bit more. </s> Well, I-I offered my home to somebody and, uh, for, you know, uh, a transitional period. </s> Mm-hmm. </s> You know, and it seems that, um, it's hard for me to be assertive and say I think the, um, the, uh, transitional period is- has come and it's beginning to time to transition. So.","[-1, 0, -1, 5, -1]",seeker supporter seeker supporter seeker,"So that's a really kind thing of you to do to take someone into your home like that when they need help like that. And, um, but right now, you're thinking that, uh, time is up you'd like to get this person, you know, you're-you're-you're ready to have him or her move out and have your place back to yourself.",1
"Well, I-I offered my home to somebody and, uh, for, you know, uh, a transitional period. </s> Mm-hmm. </s> You know, and it seems that, um, it's hard for me to be assertive and say I think the, um, the, uh, transitional period is- has come and it's beginning to time to transition. So. </s> So that's a really kind thing of you to do to take someone into your home like that when they need help like that. And, um, but right now, you're thinking that, uh, time is up you'd like to get this person, you know, you're-you're-you're ready to have him or her move out and have your place back to yourself. </s> Yeah, that's, it's absolutely right that I want, I-I want change but I'm not, I am kind of, like, weak in that area where it's, like, the ability to actually say the words. You're right, yeah. I'd like to be able to do that.","[-1, 5, -1, 1, -1]",seeker supporter seeker supporter seeker,"Mm-hmm. And what would, uh, what would help you get to the point of actually, um, booting them out?",3
"You know, and it seems that, um, it's hard for me to be assertive and say I think the, um, the, uh, transitional period is- has come and it's beginning to time to transition. So. </s> So that's a really kind thing of you to do to take someone into your home like that when they need help like that. And, um, but right now, you're thinking that, uh, time is up you'd like to get this person, you know, you're-you're-you're ready to have him or her move out and have your place back to yourself. </s> Yeah, that's, it's absolutely right that I want, I-I want change but I'm not, I am kind of, like, weak in that area where it's, like, the ability to actually say the words. You're right, yeah. I'd like to be able to do that. </s> Mm-hmm. And what would, uh, what would help you get to the point of actually, um, booting them out? </s> Um. [sighs] I don't know, I'm-I'm, I guess, I'm kind of, um, I care about the person and, you know, there's a certain amount of comfortability of having somebody with you, you know, and I'm just, so, I guess I am at war with myself because part of me wants the comfort of having a companion and the other part of me is just, you know-- I-I cannot-- I am not really sure what I wanna do, you know.","[-1, 1, -1, 3, -1]",seeker supporter seeker supporter seeker,"Mm-hmm. So you kind of feel two ways about it. You-you'd like to, um, you feel like at some level that the time is up for that person to go, and on the other hand, there's a certain amount of security in having him in the house and in knowing he's around.",1
"Yeah, that's, it's absolutely right that I want, I-I want change but I'm not, I am kind of, like, weak in that area where it's, like, the ability to actually say the words. You're right, yeah. I'd like to be able to do that. </s> Mm-hmm. And what would, uh, what would help you get to the point of actually, um, booting them out? </s> Um. [sighs] I don't know, I'm-I'm, I guess, I'm kind of, um, I care about the person and, you know, there's a certain amount of comfortability of having somebody with you, you know, and I'm just, so, I guess I am at war with myself because part of me wants the comfort of having a companion and the other part of me is just, you know-- I-I cannot-- I am not really sure what I wanna do, you know. </s> Mm-hmm. So you kind of feel two ways about it. You-you'd like to, um, you feel like at some level that the time is up for that person to go, and on the other hand, there's a certain amount of security in having him in the house and in knowing he's around. </s> Yeah, you know, it's kind of, like, the old sock- song saying hit the road Jack, don't you come back no more, no more, no more, no more. [laughs] And—","[-1, 3, -1, 1, -1]",seeker supporter seeker supporter seeker,But you're not quite ready if you wanna sing that song.,1
"Um. [sighs] I don't know, I'm-I'm, I guess, I'm kind of, um, I care about the person and, you know, there's a certain amount of comfortability of having somebody with you, you know, and I'm just, so, I guess I am at war with myself because part of me wants the comfort of having a companion and the other part of me is just, you know-- I-I cannot-- I am not really sure what I wanna do, you know. </s> Mm-hmm. So you kind of feel two ways about it. You-you'd like to, um, you feel like at some level that the time is up for that person to go, and on the other hand, there's a certain amount of security in having him in the house and in knowing he's around. </s> Yeah, you know, it's kind of, like, the old sock- song saying hit the road Jack, don't you come back no more, no more, no more, no more. [laughs] And— </s> But you're not quite ready if you wanna sing that song. </s> [laughs] Well, first of all I think he would hit the road if I started singing that song 'cause I can sing. [laughs]","[-1, 1, -1, 1, -1]",seeker supporter seeker supporter seeker,"I thought you did a pretty nice job singing there right there, it's scary to be quite honest with you and I appreciate, I also appreciate your sense of humor in-in doing that.",1
"Yeah, you know, it's kind of, like, the old sock- song saying hit the road Jack, don't you come back no more, no more, no more, no more. [laughs] And— </s> But you're not quite ready if you wanna sing that song. </s> [laughs] Well, first of all I think he would hit the road if I started singing that song 'cause I can sing. [laughs] </s> I thought you did a pretty nice job singing there right there, it's scary to be quite honest with you and I appreciate, I also appreciate your sense of humor in-in doing that. </s> Well, you know, in life you have to have a sense of humor in my- the way I view and otherwise, you know, I'd be like where's the news. [laughs] I mean, it's either—","[-1, 1, -1, 1, -1]",seeker supporter seeker supporter seeker,That really helps you get through things is to be able to laugh about it.,1
"[laughs] Well, first of all I think he would hit the road if I started singing that song 'cause I can sing. [laughs] </s> I thought you did a pretty nice job singing there right there, it's scary to be quite honest with you and I appreciate, I also appreciate your sense of humor in-in doing that. </s> Well, you know, in life you have to have a sense of humor in my- the way I view and otherwise, you know, I'd be like where's the news. [laughs] I mean, it's either— </s> That really helps you get through things is to be able to laugh about it. </s> Yeah, yeah, I have to laugh, I mean, even comedians say, you know, uh, most of-- What I've heard about comedians is that they are really not always that happy and they use that in a comical way to, you know, deal with life, so, yeah. [laughs] I kind of, maybe I should go into that. [laughs] Like this girl—","[-1, 1, -1, 1, -1]",seeker supporter seeker supporter seeker,Your new career.,0
